Título,Título_URL,Imagen,Nombre_Producto,Vendedor,Precio_Actual,Descuento,Precio_Anterior,Precio_Ref,Entrega,Retiro,Vista
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133153299/Leche-corporal-Ultra-Rica-de-Karite-250ml/133153300?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_8xgLLtv0BaxjlqCz-Phk9w8dcC1InDAhrEFKEmKBKUQ_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85Wuv5Ciu5TZ7tU3BLhO7gwdX_UZt8SUL_6pt-U8piUYsz0wBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDtb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/133153300_01/width=240,height=240,quality=70,format=webp,fit=pad",Leche corporal Ultra Rica de Karité 250ml,Por Provenzal Sas ,171.0,0%,,171.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/137179042/Pre-Shampoo-Micelar-Purificante-100ml/137179043?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Ca21ySnv5oapFEyCh3BwIngQ1WIpcLjG0z99y84X4Cs_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZftrU1rQOkKce6Ac5mGzbHq6_nEHwT4vYzPFhkcpF_ztOJlZudTPL29euf9zQyFEd8QfJGmUp0VVGMDb6Ixpq0inin6qYPyOwPZ3QBXnJmaPtb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253A8%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/137179043_01/width=240,height=240,quality=70,format=webp,fit=pad",Pre Shampoo Micelar Purificante 100ml,Por Provenzal Sas ,115.0,0%,,115.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KABA,https://www.falabella.com.co/falabella-co/product/123293408/Bio-Mascarilla-Capilar-Kaba-500-mL/123293409,SIN IMAGEN,Bio Mascarilla Capilar 500 mL,Por Tu Vecino Virtual ,46.9,4%,49.0,46.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127065548/Copa-Menstrual-Talla-B-UVA/127065549,SIN IMAGEN,Copa Menstrual Talla B UVA,Por Pleasure Boutique Sensual ,76.89,-17%,93.037,76.89,SIN INFORMACIÓN,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/127065859/Copa-Menstrual-2-Salmon-Talla-A-UVA/127065860,SIN IMAGEN,Copa Menstrual 2 Salmon Talla A UVA,Por Pleasure Boutique Sensual ,106.59,-17%,128.974,106.59,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
CONAIR,https://www.falabella.com.co/falabella-co/product/125453703/Pinza-Rizadora-Ondulador-De-Cabello-Profesional-Conair-3-cilindros-3-4/125453704,SIN IMAGEN,Pinza Rizadora Ondulador De Cabello Profesional 3 cilindros 3/4,Por All Original Import ,199.99,-30%,285.7,199.99,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
VIDA DIVINA,https://www.falabella.com.co/falabella-co/product/129625556/Te-Divina/129625558,SIN IMAGEN,Te Divina,Por Cyberofertas Colombia ,59.9,-40%,99.9,59.9,SIN INFORMACIÓN,SIN INFORMACIÓN,11
MARC JACOBS,https://www.falabella.com.co/falabella-co/product/34793735/Perfume-Mujer-MARC-JACOBS-DAISY-EDT-100-ML/34793735,SIN IMAGEN,Perfume Mujer DAISY EDT 100 ML,Por Falabella,619.9,0%,,619.9,SIN INFORMACIÓN,SIN INFORMACIÓN,1
BENETTON,https://www.falabella.com.co/falabella-co/product/10212091/Perfume-Benetton-United-Dreams-Love-Yourself-Mujer-80-ml-EDT/10212091,SIN IMAGEN,Perfume United Dreams Love Yourself Mujer 80 ml EDT,Por Falabella,144.0,0%,,144.0,Llega mañana,Retira mañana,113
SHAKIRA,https://www.falabella.com.co/falabella-co/product/2304685/Perfume-Shakira-Rock-By-Shakira-Mujer-80-ml-EDT/2304685,SIN IMAGEN,Perfume Rock By Mujer 80 ml EDT,Por Falabella,129.0,0%,,129.0,Llega mañana,Retira mañana,51
CAROLINA HERRERA,https://www.falabella.com.co/falabella-co/product/30299674/Perfume-Mujer-Carolina-Herrera-Good-Girl-50-ml-EDP/30299674,SIN IMAGEN,Perfume Mujer Good Girl 50 ml EDP,Por Falabella,481.0,0%,,481.0,Llega mañana,Retira mañana,5554
TOUS,https://www.falabella.com.co/falabella-co/product/5506684/Perfume-Tous-Man-Hombre-100-ml-EDT/5506684,SIN IMAGEN,Perfume Man Hombre 100 ml EDT,Por Falabella,399.9,0%,,399.9,Llega mañana,Retira mañana,SIN OPINIONES
NOVA,https://www.falabella.com.co/falabella-co/product/138426679/Pinza-Rizador-Encrespador-Ondulador-Curl-Espiral-Nova/138426680,SIN IMAGEN,Pinza Rizador Encrespador Ondulador Curl Espiral,Por Aquishopco,17.95,-70%,59.9,17.95,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/138426186/Encrespador-Pestanas-Digita/138426187,SIN IMAGEN,Encrespador Pestañas Digita,Por Aquishopco,29.95,-50%,59.9,29.95,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LINA ZAPATA LZ,https://www.falabella.com.co/falabella-co/product/135392104/Keraboom-LZ-Alisado-organico-Multipeptidos-120-ml/135392105,SIN IMAGEN,Keraboom LZ Alisado orgánico Multipéptidos 120 ml,Por Productos Capilares Lz ,185.9,0%,,185.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
LINA ZAPATA LZ,https://www.falabella.com.co/falabella-co/product/135392109/Keraboom-LZ-Alisado-organico-Multipeptidos-250-ml/135392110,SIN IMAGEN,Keraboom LZ Alisado orgánico Multipéptidos 250 ml,Por Productos Capilares Lz ,284.9,0%,,284.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/137414739/LAVADORA-DE-BROCHAS/137414740,SIN IMAGEN,LAVADORA DE BROCHAS,Por Mi Tata ,30.0,-54%,65.0,30.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/121324203/Soporte-Hombro-Hombrera-Manguito-Rotador-Tendinitis-Lesion-fk22-42/121324204,SIN IMAGEN,Soporte Hombro Hombrera Manguito Rotador Tendinitis Lesión fk22-42,Por Faka Store ,59.9,-33%,89.9,59.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
SAMY,https://www.falabella.com.co/falabella-co/product/122874486/Rubor-Individual-Mineral-Sin-Espejo-Samy-04-Salmon-X-4g/122874487,SIN IMAGEN,Rubor Individual Mineral Sin Espejo 04 Salmon X 4g,Por Locatel Colombia ,8.2,0%,,8.2,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
VGR,https://www.falabella.com.co/falabella-co/product/124334232/Maquina-Afeitadora-Electrica-Vgr-V-331-Recargable-Usb/124334235,SIN IMAGEN,Maquina Afeitadora Eléctrica V-331 Recargable Usb,Por Grupo Comercia ,58.9,-51%,119.9,58.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/124339062/Barra-Rizadora-Sin-Calor-Para-Cabello-Formador-De-Ondas-Negro/124339063,SIN IMAGEN,Barra Rizadora Sin Calor Para Cabello - Formador De Ondas - Negro,Por Carlos A. Melo ,19.9,0%,,19.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
FARMSTAY,https://www.falabella.com.co/falabella-co/product/141375701/FarmStay-Red-Ginseng-Prime-Repair-Cream/141375702,SIN IMAGEN,Red Ginseng Prime Repair Cream,Por Harumi Skincare Coreano ,99.0,0%,,99.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
BENEFIT,https://www.falabella.com.co/falabella-co/product/29231767/Rubor-en-polvo-Shellie-mini-Benefit-2.5-g-/29231767?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_UBh4OL05wZtpAWTuzTyZCds3wlw_ojpZGVzprKWxYG0_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZVart11GSfMumkKOhjng89mMHt5LkTibVLV_J06N2ZyKtdlpbeIKcZ_OIXuz_qTUM_uNEnLaoLnAKoChXk0NFt8U8hsdAy5qHdo60E55Rhyrtb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Rubor en polvo Shellie mini 2.5 g,Por Falabella,79.99,0%,,79.99,Llega mañana,Retira mañana,470
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/124337661/Lampara-De-Unas-Inteligente-UV-led-Fuente-De-Luz/124337663,SIN IMAGEN,Lámpara De Uñas Inteligente UV led Fuente De Luz,Por One Pixel ,102.8,-46%,189.0,102.8,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127066064/Limpiador-de-Copa-Menstrual-58-Ml-UVA/127066065,SIN IMAGEN,Limpiador de Copa Menstrual 58 Ml UVA,Por Pleasure Boutique Sensual ,17.49,-17%,21.163,17.49,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/124341208/Extension-mona-ondulado-cabellos-sintetetico-color-castano-medio/124341210,SIN IMAGEN,Extension moña ondulado cabellos sintetetico color castaño medio,Por Guacaji,39.999,0%,,39.999,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KATIVA,https://www.falabella.com.co/falabella-co/product/129930636/Sellante-Reconstructor-y-Protector-Total-Plex-100ml/129930637?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_oKExJfq2hqt98phwWHoZcES4zao8NXsPyiJRLqnqPb8_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZUr3oJ-IC8qtV_ZULCMMtI44eD4XEhj_QQ1VVuTHreZqmOzFJ0IahhnWcnzpMJcwr29hmFYfg_jMrZleo-ud6wjdNoiKR5El177PhE_wEjTmtb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Sellante Reconstructor y Protector Total Plex 100ml,Por Starbrands Colombia S.a.s ,49.7,0%,,49.7,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127066047/Colageno-Vitamina-D3-y-Curcuma-800g-Velezgo-Natural/127066048,SIN IMAGEN,Colágeno Vitamina D3 y Cúrcuma 800g Velezgo Natural,Por Best Supps ,54.9,0%,,54.9,SIN INFORMACIÓN,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/127065403/Copa-Menstrual-Talla-A-UVA/127065404,SIN IMAGEN,Copa Menstrual Talla A UVA,Por Pleasure Boutique Sensual ,76.89,-17%,93.037,76.89,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132540685/Potenciador-Sexual-Masculino-Natural-Ereccion-Duradera-X8unds/132540686,SIN IMAGEN,Potenciador Sexual Masculino Natural Ereccion Duradera X8unds,Por Cero Tabuu ,17.6,0%,,17.6,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132540693/Pezonera-De-Lentejuelas-Plateada-Camtoyz/132540694,SIN IMAGEN,Pezonera De Lentejuelas Plateada Camtoyz,Por Pleasure Boutique Sensual ,18.308,-20%,22.885,18.308,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LANCOME,https://www.falabella.com.co/falabella-co/product/prod13730002/Sombra-de-ojos-Lancome-Idole-Tint-7ml/72965360,SIN IMAGEN,Sombra de ojos Idole Tint 7ml,Por Falabella,190.9,0%,,190.9,Llega mañana,Retira mañana,SIN OPINIONES
LANCOME,https://www.falabella.com.co/falabella-co/product/72965355/Rubore-Compacto-BLUSH-SUBTIL-Blushing-Tresor-351-Lancome-5g/72965355,SIN IMAGEN,Rubore Compacto BLUSH SUBTIL Blushing Tresor 351 5g,Por Falabella,248.9,0%,,248.9,Llega mañana,Retira mañana,4
NEUTROGENA,https://www.falabella.com.co/falabella-co/product/119615792/Protector-Solar-NEUTROGENA-Sunfresh-FPS-90-X-200-Ml/119615793,SIN IMAGEN,Protector Solar Sunfresh FPS 90 X 200 Ml,Por Galenica,125.946,0%,,125.946,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/133764284/Iluminador-Suelto-Ani-k-Tono-03-03-Cookie/133764285,SIN IMAGEN,Iluminador Suelto Ani-k Tono 03 03 Cookie,Por Dermicare Tienda Dermatologica ,23.9,0%,,23.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132619570/Recipiente-Herramienta-Spa-Unas-Manicura-Cuidado-Manos-Azul/132619571,SIN IMAGEN,Recipiente Herramienta Spa Uñas Manicura Cuidado Manos Azul,Por Vipxie.,11.9,-25%,15.9,11.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
DIOR,https://www.falabella.com.co/falabella-co/product/73019606/Dreamskin-Care-Perfect-Tratamiento-antiedad/73019606,SIN IMAGEN,Dreamskin Care & Perfect - Tratamiento antiedad,Por Falabella,823.0,0%,,823.0,Llega mañana,Retira mañana,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132077687/Trimmer-Cortador-Quita-Pelo-Nariz-Elimina-Vello-Nasal-Oidos_./132077688,SIN IMAGEN,Trimmer Cortador Quita Pelo Nariz Elimina Vello Nasal Oidos_.,Por 1a Store ,35.0,-36%,55.0,35.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REMINGTON,https://www.falabella.com.co/falabella-co/product/139175499/Plancha-para-cabello-Remington-Therapy-con-Keratinay-Aceite-de-Argan-placas-en-ceramica/139175500,SIN IMAGEN,Plancha para cabello Therapy con Keratinay Aceite de Argán placas en cerámica,Por Mega Accesorios ,225.999,-29%,320.0,225.999,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
SKECHERS,https://www.falabella.com.co/falabella-co/product/73224356/Tenis-Skechers-Slip-Ins-Moda-Glide-Step-Pro-Mujer-/73224361,SIN IMAGEN,Tenis Slip Ins Moda Glide Step Pro Mujer,Por Falabella,399.9,0%,,399.9,Llega mañana,Retira mañana,SIN OPINIONES
COLOR,https://www.falabella.com.co/falabella-co/product/132077987/ICE-MINERAL-GEL-REFRESCANTE-PACK-X-2/132077988,SIN IMAGEN,ICE MINERAL GEL REFRESCANTE PACK X 2,Por Makaria Belleza ,24.0,0%,,24.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/126077443/Citrato-de-Magnesio-500gr-Premium-100-puro/126077444,SIN IMAGEN,Citrato de Magnesio 500gr Premium 100% puro,Por Banquete Tienda Oficial ,35.5,-28%,49.0,35.5,Llega mañana,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/129555854/Kit-Fetiche-12-Piezas-Bdsm-Bondage-Juego-Sadomasoquismo-Full/129555855,SIN IMAGEN,Kit Fetiche 12 Piezas Bdsm Bondage Juego Sadomasoquismo Full,Por Cero Tabuu ,93.9,-22%,119.9,93.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
DOVE,https://www.falabella.com.co/falabella-co/product/131959080/Kit-Dove-Chumpuu+-Acondicionador-+-Tratamiento+Jabon-+Desodorante/131959081,SIN IMAGEN,Kit Chumpuu+ Acondicionador + Tratamiento+Jabon +Desodorante,Por Tienda Karen Colombia ,98.0,0%,,98.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/138776595/Esposas-peluche-sexuales-Negro-dados-eroticos/138776596,SIN IMAGEN,Esposas peluche sexuales Negro dados eroticos,Por Uniprol,27.0,0%,,27.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
TURBOX,https://www.falabella.com.co/falabella-co/product/137107842/Maquina-de-Corte-profesional-Inalambrica-Selector-Black/137107843,SIN IMAGEN,Máquina de Corte profesional Inalambrica Selector Black,Por Ramtek,258.9,10%,286.9,258.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/137103953/Bascula-Digital-Inteligente-Bluetooth-180-Kg-Fitindex-Es-26m/137103954,SIN IMAGEN,Bascula Digital Inteligente Bluetooth 180 Kg Fitindex Es-26m,Por Comercializadora Sistemas P & A ,185.0,12%,210.0,185.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
JEAN PAUL GAULTIER,https://www.falabella.com.co/falabella-co/product/72916350/Set-de-Perfume-Mujer-Jean-Paul-Gaultier-Incluye:-Perfume-100-ml-+-Locion-Corporal-75-ml-+-Eau-de-Parfum-10-ml/72916350,SIN IMAGEN,Set de Perfume Mujer Incluye: Perfume 100 ml + Loción Corporal 75 ml + Eau de Parfum 10 ml,Por Falabella,624.0,0%,,624.0,Llega mañana,Retira mañana,3
REMINGTON,https://www.falabella.com.co/falabella-co/product/50522033/Recortadora-Remington-Inalambrico-Recargable-RG033A-110F/50522033?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Z5mYSwoMcrK20hh5psbzEqwRbbP0a5lrhIwdRzXMkBI_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZRF07WCWpy_ozMoipul7Xghr3l5zwdNKNbiSyC-evnXDqIiKrkQKP2wEGgZ0GrncpVfKTzULyBpdlyiJOj7FBWxxqUFySln3ac4vMctimMQttb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Recortadora Inalámbrico Recargable RG033A-110F,Por Falabella,202.9,14%,234.9,202.9,Retira mañana,SIN INFORMACIÓN,1
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135876337/Leche-corporal-Osmanthus-250ml/135876338?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_WbdAaShYx7kgBidJlOehQw8dcC1InDAhrEFKEmKBKUQ_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85Wuv5Ciu5TZ7tU3BLhO7gwdXH9CxohE1-UcxqPvo8NHyIkwBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDtb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Leche corporal Osmanthus 250ml,Por Provenzal Sas ,171.0,0%,,171.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
LOREAL PARIS,https://www.falabella.com.co/falabella-co/product/34401387/Protector-Solar-Loreal-Paris-Uv-Defender-Fluido-Invisible-Fps-50-X-40-Ml/34401387?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_EyboclnXqODuSuTuxM7qBf5Jfc_RcWT9R_Wr_F0ckA8_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2xWh5UbbK3cyOd43oXz4z4GtmSZcgcVCHYXtSG2_FvRbx4MoMR1yqcw_HewwRqWzJhUcFt_kxGUv5WvltyDLQAPqKX_Z2D6ntp4vo0B3xYOmw%253D%253D_ark196e4f3e8c779733d3%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/34401387_1/width=240,height=240,quality=70,format=webp,fit=pad",Protector Solar Loreal París Uv Defender Fluido Invisible Fps 50 X 40 Ml,Por Falabella,70.16,0%,,70.16,Llega mañana,Retira mañana,117
KAHAI,https://www.falabella.com.co/falabella-co/product/122205680/Kahai-Oil-100-Aceite-de-Cacay/122205681?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_M_VWBul6zkiGDrfAsbUQlrWWlOe2UcAq1HUDpeuUpG8_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2yYg8xeJNHQEbnI1jNpY8m7DxzG7LBvwKfZL2m3x1lD0bPSRxume-cVpnuEcMgLnIRr8C8rQ7_B9sRvMEw3QcsJqKX_Z2D6ntp4vo0B3xYOmw%253D%253D_ark196e4f3e8c779733d3%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/122205681_01/width=240,height=240,quality=70,format=webp,fit=pad",Oil - 100% Aceite de Cacay,Por Kahai,198.0,0%,,198.0,Envío gratis,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/137878823/Perfume-Fugazzi-Goudh-Parfum-50-Ml/137878824,"https://media.falabella.com.co/falabellaCO/137878824_01/width=240,height=240,quality=70,format=webp,fit=pad",Perfume Fugazzi Goudh Parfum 50 Ml,Por Sbq Colombia ,540.0,10%,600.0,540.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
IMN,https://www.falabella.com.co/falabella-co/product/137881454/Creatina-Monohidratada-400gr-IMN-133-servicios/137881456,"https://media.falabella.com.co/falabellaCO/137881456_01/width=240,height=240,quality=70,format=webp,fit=pad",Creatina Monohidratada 400gr 133 servicios,Por Naturfitcol,109.0,1%,109.9,109.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MEGAPLEX,https://www.falabella.com.co/falabella-co/product/137881741/Burner-stack-con-cla-y-l-carnitina-25-sachets/137881742,"https://media.falabella.com.co/falabellaCO/137881742_01/width=240,height=240,quality=70,format=webp,fit=pad",Burner stack con cla y l-carnitina 25 sachets,Por Naturfitcol,64.9,7%,69.9,64.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
BENEFIT,https://www.falabella.com.co/falabella-co/product/prod11910031/Delineador-de-Ojos-Roller-Liner-Benefit-0.5-ml/3721116,"https://media.falabella.com.co/falabellaCO/3721116_1/width=240,height=240,quality=70,format=webp,fit=pad",Delineador de Ojos Roller Liner 0.5 ml,Por Falabella,69.99,0%,,69.99,Llega mañana,Retira mañana,268
LOCCITANE,https://www.falabella.com.co/falabella-co/product/137179042/Pre-Shampoo-Micelar-Purificante-100ml/137179043?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_4ywjKQRoPh1_ud8LukFI5lgDcve97nMVJ6ekSrC_DQU_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZftrU1rQOkKce6Ac5mGzbHoKK5XqagS4YS9a-1KiO-5Sqi9SUOZ7KXRXsAblqH3rjMQfJGmUp0VVGMDb6Ixpq0inin6qYPyOwPZ3QBXnJmaPqKX_Z2D6ntp4vo0B3xYOmw%253D%253D_ark196e4f3e8c779733d3%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/137179043_01/width=240,height=240,quality=70,format=webp,fit=pad",Pre Shampoo Micelar Purificante 100ml,Por Provenzal Sas ,115.0,0%,,115.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
